,linear.weight,linear.bias
24,"[[-5.63337803e-01 -4.32791747e-02 -5.07007897e-01  4.05368246e-02
   6.22227371e-01 -4.71934229e-01 -2.05811214e+00  3.31080481e-02
   4.92264926e-01 -5.97173944e-02 -1.10211730e+00 -1.57350326e+00
  -9.18353326e-05  1.04876846e-01  1.62807631e-03 -1.88916296e-01
  -6.10458851e+00 -1.08381958e+01 -3.51280546e+00  1.54562902e+00
   7.66246557e-01  1.11329675e+00]]",[-3.1516447]
25,"[[-5.6482053e-01 -4.0654123e-02 -5.0469702e-01  2.6574828e-02
   6.1384028e-01 -4.5638022e-01 -2.0418205e+00  6.0638856e-02
   4.7233906e-01 -4.1029073e-02 -1.1423695e+00 -1.6147236e+00
   6.6130946e-05  8.3874293e-02  1.1401984e-03 -1.9180493e-01
  -6.1245346e+00 -1.0857249e+01 -3.5352416e+00  1.5504349e+00
   7.6119709e-01  1.1155252e+00]]",[-3.1734233]
26,"[[-5.6204617e-01 -3.8723636e-02 -4.9161330e-01  4.8889395e-02
   6.5086597e-01 -4.4062588e-01 -2.0308082e+00  6.5144777e-02
   5.0038487e-01 -4.1842178e-02 -1.1997344e+00 -1.6463889e+00
   1.8897526e-03  7.6915286e-02  3.6813219e-03 -1.9457413e-01
  -6.1384497e+00 -1.0872407e+01 -3.5663550e+00  1.5320525e+00
   7.7026212e-01  1.1221410e+00]]",[-3.194408]
27,"[[-5.3560895e-01 -3.6235664e-02 -4.7487247e-01  9.3462281e-02
   6.5177959e-01 -4.5659155e-01 -1.9807487e+00  4.9467690e-02
   5.2256584e-01 -3.2746796e-02 -1.1667910e+00 -1.6616457e+00
   9.8699483e-04  8.8237233e-02  1.5061330e-03 -1.7967637e-01
  -6.1336370e+00 -1.0911442e+01 -3.5543864e+00  1.5270733e+00
   7.2472709e-01  1.1587402e+00]]",[-3.1400175]
28,"[[-5.5349267e-01 -2.9433805e-02 -5.1068664e-01  7.1855873e-02
   6.1214799e-01 -4.5342055e-01 -1.9932953e+00  4.6555378e-02
   4.8399475e-01 -5.3365774e-02 -1.0740266e+00 -1.7352271e+00
   7.8274042e-04  9.3176365e-02  5.4214417e-04 -1.8888858e-01
  -6.1378984e+00 -1.0923177e+01 -3.5210066e+00  1.5344691e+00
   7.3567897e-01  1.1813929e+00]]",[-3.0726151]
29,"[[-5.5435318e-01 -4.2046461e-02 -4.8814765e-01  8.9792177e-02
   6.2482303e-01 -4.2352122e-01 -2.0339723e+00  6.8219796e-02
   5.1828301e-01 -2.6696514e-02 -1.0551745e+00 -1.7307276e+00
   3.3178949e-06  9.4798818e-02  9.5207314e-04 -2.0173208e-01
  -6.1378164e+00 -1.0907316e+01 -3.5665059e+00  1.5373859e+00
   7.5333744e-01  1.1902363e+00]]",[-3.0719903]
30,"[[-5.8143401e-01 -5.5002809e-02 -4.9439082e-01  4.6226699e-02
   6.0106242e-01 -4.6489123e-01 -1.9955857e+00  2.8897250e-02
   4.8190323e-01 -4.6549369e-02 -1.0549674e+00 -1.7936183e+00
   3.6180002e-04  8.4070161e-02  3.9674231e-04 -1.8381582e-01
  -6.1393657e+00 -1.0962636e+01 -3.5467570e+00  1.5546135e+00
   7.5000256e-01  1.1833739e+00]]",[-3.0251677]
31,"[[-5.7798225e-01 -3.3484742e-02 -5.1872355e-01  6.1614584e-02
   6.0855079e-01 -4.6812671e-01 -2.0404596e+00  3.6794264e-02
   5.0797427e-01 -5.5667680e-02 -1.0925225e+00 -1.8297375e+00
   1.5520651e-03  7.5199388e-02  3.7844345e-04 -1.9063959e-01
  -6.1287861e+00 -1.0986707e+01 -3.5145342e+00  1.5361842e+00
   7.6388878e-01  1.1585151e+00]]",[-3.0079992]
32,"[[-5.9393662e-01 -5.3086024e-02 -5.2910966e-01  3.0084880e-02
   5.6185740e-01 -4.5619154e-01 -2.0337970e+00  1.3809591e-02
   4.6587577e-01 -6.6643603e-02 -9.8939562e-01 -1.9017788e+00
   1.4541682e-03  8.3865888e-02  3.0561304e-03 -1.7862511e-01
  -6.1230960e+00 -1.0957821e+01 -3.5226672e+00  1.5449688e+00
   7.8375614e-01  1.1836816e+00]]",[-2.9204888]
33,"[[-5.7759893e-01 -5.8667999e-02 -4.9445248e-01  3.0484116e-02
   6.2109709e-01 -4.3583044e-01 -2.0093632e+00  3.7990667e-02
   4.8941979e-01 -2.9126761e-02 -9.6669120e-01 -1.8803226e+00
   2.1272721e-03  7.0435606e-02  1.9737852e-03 -1.6698973e-01
  -6.1383147e+00 -1.0979542e+01 -3.5273509e+00  1.5398216e+00
   7.6121700e-01  1.1854668e+00]]",[-2.9425213]
